id,ag_name,ag_cat
BE-15586,Astronomie,Naturwissenschaft / Technik
BE-15586,Astrophysik,Naturwissenschaft / Technik
BE-15586,Literatur,Literatur / Medien
BE-15586,Bildende Kunst,Kunst / Kultur
BE-15590,Rudern,Sport
BE-15591,Badminton,Sport
BE-15591,Chor,Musik / Tanz
BE-15591,Computer,Naturwissenschaft / Technik
BE-15591,Fitness,Sport
BE-15591,Elektronik,Naturwissenschaft / Technik
BE-15591,Judo,Sport
BE-15591,Leseratten,Literatur / Medien
BE-15591,Mediation,Gesellschaft / Partizipation
BE-15591,Theater,Kunst / Kultur
BE-15591,Werken,Handwerk
BE-15591,Medienecken,Literatur / Medien
BE-15592,Sportangebote,Sport
BE-15593,Zirkus,Kunst / Kultur
BE-15593,Hockey,Sport
BE-15593,Fußball,Sport
BE-15593,Badminton,Sport
BE-15593,Judo,Sport
BE-15593,Rugby,Sport
BE-15593,Tanzen,Musik / Tanz
BE-15593,Chor,Musik / Tanz
BE-15593,Töpfern,Handwerk
BE-15594,Garten,Umwelt
BE-15594,Chor,Musik / Tanz
BE-15594,Computer,Naturwissenschaft / Technik
BE-15594,Capoeira,Musik / Tanz
BE-15594,Theaterspiel und Kulissenbau,Kunst / Kultur
BE-15594,Farbtanz,Musik / Tanz
BE-15594,Dance for Kids,Musik / Tanz
BE-15594,Schwimmen,Sport
BE-15594,Hockey,Sport
BE-15594,Fußball,Sport
BE-15594,Basketball,Sport
BE-15594,Judo,Sport
BE-15594,Tennis,Sport
BE-15597,Chor,Musik / Tanz
BE-15597,Schach,Sport
BE-15597,Badminton,Sport
BE-15598,Theater,Kunst / Kultur
BE-15598,Mediation,Gesellschaft / Partizipation
BE-15598,Schulband,Musik / Tanz
BE-15598,Russisch,Sprachen
BE-15599,Basketball,Sport
BE-15599,Fußball,Sport
BE-15599,Geräteturnen,Sport
BE-15599,Aerobic,Sport
BE-15599,Rudern,Sport
BE-15599,Fotografie,Literatur / Medien
BE-15599,Theater,Kunst / Kultur
BE-15599,Griechisch,Sprachen
BE-15599,Italienisch,Sprachen
BE-15599,Russisch,Sprachen
BE-15599,DELF-Diplom,Sprachen
BE-15599,Schulhof-AG,Gesellschaft / Partizipation
BE-15599,Mediation,Gesellschaft / Partizipation
BE-15599,Homepage,Naturwissenschaft / Technik
BE-15599,Jazzband,Musik / Tanz
BE-15599,Chor,Musik / Tanz
BE-15599,Orchester,Musik / Tanz
BE-15600,DELF-Diplom,Sprachen
BE-15600,Instrumentalunterricht,Musik / Tanz
BE-15600,Blechbläser,Musik / Tanz
BE-15600,Bläserensemble,Musik / Tanz
BE-15600,Orchester,Musik / Tanz
BE-15600,Chor,Musik / Tanz
BE-15600,Film-Musik,Musik / Tanz
BE-15600,Darstellendes Spiel,Kunst / Kultur
BE-15600,Politik,Gesellschaft / Partizipation
BE-15600,Basketball,Sport
BE-15600,Volleyball,Sport
BE-15600,Rudern,Sport
BE-15600,Russisch,Sprachen
BE-15600,Foto,Kunst / Kultur
BE-15600,Klima,Umwelt
BE-15600,Werken,Handwerk
BE-15600,Filmabende,Literatur / Medien
BE-15601,Instrumentalunterricht,Musik / Tanz
BE-15601,Orchester,Musik / Tanz
BE-15601,Chor,Musik / Tanz
BE-15601,Tanzen,Musik / Tanz
BE-15601,Sport,Sport
BE-15601,Rugby,Sport
BE-15601,Tennis,Sport
BE-15601,Mediation,Gesellschaft / Partizipation
BE-15601,Robotics,Naturwissenschaft / Technik
BE-15601,Informatik,Naturwissenschaft / Technik
BE-15601,Malerei,Kunst / Kultur
BE-15601,Bühnentechnik,Naturwissenschaft / Technik
BE-15602,Konfliktlotse,Gesellschaft / Partizipation
BE-15602,Buchbinden,Literatur / Medien
BE-15602,Kochen,Handwerk
BE-15602,Ausflüge,Kunst / Kultur
BE-15602,Schülerzeitung,Literatur / Medien
BE-15602,Werken,Handwerk
BE-15602,Tanzen,Musik / Tanz
BE-15602,Theater,Kunst / Kultur
BE-15602,Turnen,Sport
BE-15602,Zaubern,Kunst / Kultur
BE-15602,Chor,Musik / Tanz
BE-15602,Musical,Musik / Tanz
BE-15602,Schach,Sport
BE-15602,Malen,Kunst / Kultur
BE-15602,Basketball,Sport
BE-15603,Konfliktlotse,Gesellschaft / Partizipation
BE-15603,Buchbinden,Literatur / Medien
BE-15603,Kochen,Handwerk
BE-15603,Ausflüge,Kunst / Kultur
BE-15603,Schülerzeitung,Literatur / Medien
BE-15603,Werken,Handwerk
BE-15603,Tanzen,Musik / Tanz
BE-15603,Theater,Kunst / Kultur
BE-15603,Turnen,Sport
BE-15603,Zaubern,Kunst / Kultur
BE-15603,Chor,Musik / Tanz
BE-15603,Musical,Musik / Tanz
BE-15603,Schach,Sport
BE-15603,Malen,Kunst / Kultur
BE-15603,Basketball,Sport
BE-15616,Mathematik,Naturwissenschaft / Technik
BE-15616,Basketball,Sport
BE-15616,Chor,Musik / Tanz
BE-15616,Band,Musik / Tanz
BE-15616,Italienisch,Sprachen
BE-15616,Japanisch,Sprachen
BE-15616,Theater,Kunst / Kultur
BE-15616,Schulgarten,Umwelt
BE-15616,Wissenschaft,Naturwissenschaft / Technik
BE-15616,Praktikumsvorbereitung,Berufsorientierung
BE-15616,Kunst und Fremdsprachen,Kunst / Kultur
BE-15616,Jugend forscht,Naturwissenschaft / Technik
BE-15616,Chemie,Naturwissenschaft / Technik
BE-15616,Cambridge Proficiency,Sprachen
BE-15617,Chor,Musik / Tanz
BE-15617,Orchester,Musik / Tanz
BE-15617,Darstellendes Spiel,Kunst / Kultur
BE-15617,Chinesisch,Sprachen
BE-15617,Russisch,Sprachen
BE-15617,HTML,Naturwissenschaft / Technik
BE-15617,Chemie-Kids,Naturwissenschaft / Technik
BE-15617,Mediation,Gesellschaft / Partizipation
BE-15617,Rudern,Sport
BE-15617,Fußball,Sport
BE-15617,Mini-Marathon,Sport
BE-15617,Streichinstrumente,Musik / Tanz
BE-15617,Geräteturnen,Sport
BE-15617,Schülerzeitung,Literatur / Medien
BE-15618,Darstellendes Spiel,Kunst / Kultur
BE-15618,English Literature,Literatur / Medien
BE-15618,Schülerzeitung,Literatur / Medien
BE-15618,Jahrbuch,Literatur / Medien
BE-15618,Mathematik,Naturwissenschaft / Technik
BE-15618,Schach,Sport
BE-15618,Chor,Musik / Tanz
BE-15618,Gesang,Musik / Tanz
BE-15618,Orchester,Musik / Tanz
BE-15618,Philosophie,Gesellschaft / Partizipation
BE-15618,Badminton,Sport
BE-15618,Basketball,Sport
BE-15618,Leichtathletik,Sport
BE-15618,Lacrosse,Sport
BE-15618,Volleyball,Sport
BE-15618,Rudern,Sport
BE-15619,Schülerzeitung,Literatur / Medien
BE-15619,Homepage,Naturwissenschaft / Technik
BE-15619,Kreatives Gestalten,Kunst / Kultur
BE-15619,Mediation,Gesellschaft / Partizipation
BE-15619,japanisch,Sprachen
BE-15619,Schule ohne Rassismus - Schule mit Courage,Gesellschaft / Partizipation
BE-15619,Schulradio,Literatur / Medien
BE-15619,Veranstaltungstechnik,Naturwissenschaft / Technik
BE-15619,Rugby,Sport
BE-15619,Artistik,Musik / Tanz
BE-15620,Akrobatik,Sport
BE-15620,Brötchen backen,Handwerk
BE-15620,Garten,Umwelt
BE-15620,Holzwerkstatt,Handwerk
BE-15620,Theater,Kunst / Kultur
BE-15620,Instrumentenfindung,Musik / Tanz
BE-15620,Hausaufgaben,Berufsorientierung
BE-15621,Akrobatik,Sport
BE-15621,Brötchen backen,Handwerk
BE-15621,Garten,Umwelt
BE-15621,Holzwerkstatt,Handwerk
BE-15621,Theater,Kunst / Kultur
BE-15621,Instrumentenfindung,Musik / Tanz
BE-15621,Hausaufgaben,Berufsorientierung
BE-15626,Mathematik,Naturwissenschaft / Technik
BE-15626,Metrische Räume und Anwendungen,Naturwissenschaft / Technik
BE-15626,Physik und Jugend forscht,Naturwissenschaft / Technik
BE-15626,Training für die Physikolympiade,Naturwissenschaft / Technik
BE-15626,Naturwissenschaft,Naturwissenschaft / Technik
BE-15626,Physik und Computer,Naturwissenschaft / Technik
BE-15626,Physik Fachhelfer,Naturwissenschaft / Technik
BE-15626,Chemie,Naturwissenschaft / Technik
BE-15626,Tierpflege,Umwelt
BE-15626,Schulteich,Umwelt
BE-15626,Schlaue Algorithmen für knifflige Probleme,Naturwissenschaft / Technik
BE-15626,Server- und Webprogrammierung,Naturwissenschaft / Technik
BE-15626,Robotik,Naturwissenschaft / Technik
BE-15626,Theater,Kunst / Kultur
BE-15626,Philosophie,Gesellschaft / Partizipation
BE-15626,Chor,Musik / Tanz
BE-15626,Chor,Musik / Tanz
BE-15626,Keramik,Handwerk
BE-15626,Volleyball,Sport
BE-15626,Fitness,Sport
BE-15626,Schach,Sport
BE-15626,Schülerzeitung,Literatur / Medien
BE-15627,Pflanzenkunde,Umwelt
BE-15627,Blumenbinden,Handwerk
BE-15627,Fußball,Sport
BE-15627,Honig,Umwelt
BE-15628,Pflanzenkunde,Umwelt
BE-15628,Blumenbinden,Handwerk
BE-15628,Fußball,Sport
BE-15628,Honig,Umwelt
BE-15629,Pflanzenkunde,Umwelt
BE-15629,Blumenbinden,Handwerk
BE-15629,Fußball,Sport
BE-15629,Honig,Umwelt
BE-15630,Pflanzenkunde,Umwelt
BE-15630,Blumenbinden,Handwerk
BE-15630,Fußball,Sport
BE-15630,Honig,Umwelt
BE-15631,Pflanzenkunde,Umwelt
BE-15631,Blumenbinden,Handwerk
BE-15631,Fußball,Sport
BE-15631,Honig,Umwelt
BE-15633,Orchester,Musik / Tanz
BE-15633,Orchester,Musik / Tanz
BE-15633,Orchester,Musik / Tanz
BE-15635,Chor,Musik / Tanz
BE-15635,Gitarre,Musik / Tanz
BE-15635,Streicher,Musik / Tanz
BE-15635,Musical,Musik / Tanz
BE-15635,Flöten,Musik / Tanz
BE-15635,Lesen,Literatur / Medien
BE-15635,Tanzen,Musik / Tanz
BE-15635,UNESCO,Gesellschaft / Partizipation
BE-15635,Schach,Sport
BE-15635,Bauchtanz,Musik / Tanz
BE-15635,Chemie,Naturwissenschaft / Technik
BE-15635,Ersthelfer,Gesellschaft / Partizipation
BE-15635,Mode,Handwerk
BE-15635,Website,Naturwissenschaft / Technik
BE-15635,Schulgarten,Umwelt
BE-15635,Cafeteria,Gesellschaft / Partizipation
BE-15635,Yoga,Sport
BE-15635,Rudern,Sport
BE-15635,Fußball,Sport
BE-15635,Turnen,Sport
BE-15635,Golf,Sport
BE-15636,Chor,Musik / Tanz
BE-15636,Gitarre,Musik / Tanz
BE-15636,Streicher,Musik / Tanz
BE-15636,Musical,Musik / Tanz
BE-15636,Flöten,Musik / Tanz
BE-15636,Lesen,Literatur / Medien
BE-15636,Tanzen,Musik / Tanz
BE-15636,UNESCO,Gesellschaft / Partizipation
BE-15636,Schach,Sport
BE-15636,Bauchtanz,Musik / Tanz
BE-15636,Chemie,Naturwissenschaft / Technik
BE-15636,Ersthelfer,Gesellschaft / Partizipation
BE-15636,Mode,Handwerk
BE-15636,Website,Naturwissenschaft / Technik
BE-15636,Schulgarten,Umwelt
BE-15636,Cafeteria,Gesellschaft / Partizipation
BE-15636,Yoga,Sport
BE-15636,Rudern,Sport
BE-15636,Fußball,Sport
BE-15636,Turnen,Sport
BE-15636,Golf,Sport
BE-15637,Chor,Musik / Tanz
BE-15637,Gitarre,Musik / Tanz
BE-15637,Streicher,Musik / Tanz
BE-15637,Musical,Musik / Tanz
BE-15637,Flöten,Musik / Tanz
BE-15637,Lesen,Literatur / Medien
BE-15637,Tanzen,Musik / Tanz
BE-15637,UNESCO,Gesellschaft / Partizipation
BE-15637,Schach,Sport
BE-15637,Bauchtanz,Musik / Tanz
BE-15637,Chemie,Naturwissenschaft / Technik
BE-15637,Ersthelfer,Gesellschaft / Partizipation
BE-15637,Mode,Handwerk
BE-15637,Website,Naturwissenschaft / Technik
BE-15637,Schulgarten,Umwelt
BE-15637,Cafeteria,Gesellschaft / Partizipation
BE-15637,Yoga,Sport
BE-15637,Rudern,Sport
BE-15637,Fußball,Sport
BE-15637,Turnen,Sport
BE-15637,Golf,Sport
BE-15639,Arts & Crafts,Handwerk
BE-15639,Ballett,Sport
BE-15639,Basketball,Sport
BE-15639,Schach,Sport
BE-15639,Kochen,Handwerk
BE-15639,Digitale Animation,Kunst / Kultur
BE-15639,Digitale Fotografie,Kunst / Kultur
BE-15639,Theater,Kunst / Kultur
BE-15639,Chinesisch,Sprachen
BE-15639,Chor,Musik / Tanz
BE-15639,Gitarrenunterricht,Musik / Tanz
BE-15639,Orchester,Musik / Tanz
BE-15639,Elektronische Musik,Musik / Tanz
BE-15639,Mode,Handwerk
BE-15639,Französisch,Sprachen
BE-15639,Fußball,Sport
BE-15639,Lego City,Naturwissenschaft / Technik
BE-15639,Modern Dance,Musik / Tanz
BE-15639,Robotics,Naturwissenschaft / Technik
BE-15639,Rockband,Musik / Tanz
BE-15639,Spanisch,Sprachen
BE-15639,Taekwondo,Sport
BE-15639,Yoga,Sport
BE-15639,Holzwerkstatt,Handwerk
BE-15640,Arts & Crafts,Handwerk
BE-15640,Ballett,Sport
BE-15640,Basketball,Sport
BE-15640,Schach,Sport
BE-15640,Kochen,Handwerk
BE-15640,Digitale Animation,Kunst / Kultur
BE-15640,Digitale Fotografie,Kunst / Kultur
BE-15640,Theater,Kunst / Kultur
BE-15640,Chinesisch,Sprachen
BE-15640,Chor,Musik / Tanz
BE-15640,Gitarrenunterricht,Musik / Tanz
BE-15640,Orchester,Musik / Tanz
BE-15640,Elektronische Musik,Musik / Tanz
BE-15640,Mode,Handwerk
BE-15640,Französisch,Sprachen
BE-15640,Fußball,Sport
BE-15640,Lego City,Naturwissenschaft / Technik
BE-15640,Modern Dance,Musik / Tanz
BE-15640,Robotics,Naturwissenschaft / Technik
BE-15640,Rockband,Musik / Tanz
BE-15640,Spanisch,Sprachen
BE-15640,Taekwondo,Sport
BE-15640,Yoga,Sport
BE-15640,Holzwerkstatt,Handwerk
BE-15643,Chor,Musik / Tanz
BE-15643,Tanzen,Musik / Tanz
BE-15643,Blockflötenensemble,Musik / Tanz
BE-15643,Querflötenensemble,Musik / Tanz
BE-15643,Tanztheater,Kunst / Kultur
BE-15643,Keyboard,Musik / Tanz
BE-15643,Instrumental-AG,Musik / Tanz
BE-15643,Popband & Jazz-Combo,Musik / Tanz
BE-15643,Improvisationen,Musik / Tanz
BE-15643,Bläsergruppe,Musik / Tanz
BE-15652,Theater,Kunst / Kultur
BE-15652,Chor,Musik / Tanz
BE-15654,Schülerzeitung,Literatur / Medien
BE-15654,Fußball,Sport
BE-15654,Karate,Sport
BE-15654,Break-Dance,Musik / Tanz
BE-15654,Schwimmen,Sport
BE-15654,Rap,Musik / Tanz
BE-15654,Yoga,Sport
BE-15654,Singen,Musik / Tanz
BE-15654,Schulband,Musik / Tanz
BE-15654,Kunst,Kunst / Kultur
BE-15654,Tischtennis,Sport
BE-15654,Graffiti,Kunst / Kultur
BE-15655,Streicher-Ensemble,Musik / Tanz
BE-15655,Gitarren-Ensemble,Musik / Tanz
BE-15655,Holzbläser-Ensemble,Musik / Tanz
BE-15655,Schulband,Musik / Tanz
BE-15655,Chor,Musik / Tanz
BE-15655,Musical,Musik / Tanz
BE-15655,Filmclub,Literatur / Medien
BE-15655,Filmschnitt,Literatur / Medien
BE-15655,Design,Literatur / Medien
BE-15655,Tanz,Musik / Tanz
BE-15655,Leseprofis,Literatur / Medien
BE-15655,Event-AG,Berufsorientierung
BE-15655,NAWI-Experimente,Naturwissenschaft / Technik
BE-15655,Roberta (Roboterprojekt),Naturwissenschaft / Technik
BE-15655,Jugend forscht,Naturwissenschaft / Technik
BE-15655,Fußball,Sport
BE-15655,Basketball,Sport
BE-15655,Religion,Gesellschaft / Partizipation
BE-15655,Schule ohne Rassismus - Schule mit Courage,Gesellschaft / Partizipation
BE-15655,Schülerzeitung,Literatur / Medien
BE-15655,Konfliktlotse,Gesellschaft / Partizipation
BE-15656,Chor,Musik / Tanz
BE-15656,Big Band,Musik / Tanz
BE-15656,Basketball,Sport
BE-15656,Film,Literatur / Medien
BE-15656,Percussion,Musik / Tanz
BE-15656,Philosophie,Gesellschaft / Partizipation
BE-15656,Roboter,Naturwissenschaft / Technik
BE-15656,Schulhomepage,Naturwissenschaft / Technik
BE-15656,Bühnentechnik,Kunst / Kultur
BE-15656,Schülerzeitung,Literatur / Medien
BE-15657,Percussion,Musik / Tanz
BE-15657,Trommeln,Musik / Tanz
BE-15657,Vororchester,Musik / Tanz
BE-15657,Orchester,Musik / Tanz
BE-15657,Orgel,Musik / Tanz
BE-15657,Chor,Musik / Tanz
BE-15657,Liftband,Musik / Tanz
BE-15657,Big Band,Musik / Tanz
BE-15657,Badminton,Sport
BE-15657,Basketball,Sport
BE-15657,Schulgeschichte,Gesellschaft / Partizipation
BE-15657,Cine Español,Sprachen
BE-15657,Technik,Naturwissenschaft / Technik
BE-15657,Mathematik,Naturwissenschaft / Technik
BE-15657,Modellbau,Handwerk
BE-15657,Informatik,Naturwissenschaft / Technik
BE-15657,Politik,Gesellschaft / Partizipation
BE-15657,DELF,Sprachen
BE-15657,Yoga,Sport
BE-15657,Gleitschirmfliegen,Sport
BE-15657,Fußball,Sport
BE-15657,Theater,Kunst / Kultur
BE-15657,Rudern,Sport
BE-15658,Fußball,Sport
BE-15658,Laufen,Sport
BE-15658,Sport und Spiel,Sport
BE-15658,Rhythmus,Musik / Tanz
BE-15658,Musik,Musik / Tanz
BE-15658,Tanzen,Musik / Tanz
BE-15658,Rap,Musik / Tanz
BE-15658,Heilpädagogisches Malen,Kunst / Kultur
BE-15658,Töpfern,Handwerk
BE-15664,Chor,Musik / Tanz
BE-15664,Instrumentalunterricht,Musik / Tanz
BE-15664,Lyrikkreis,Literatur / Medien
BE-15664,Fußball,Sport
BE-15664,Capoeira,Musik / Tanz
BE-15664,Sport,Sport
BE-15664,Sternstunden,Gesellschaft / Partizipation
BE-15664,Band,Musik / Tanz
BE-15664,Atelier,Kunst / Kultur
BE-15664,Handwerken,Handwerk
BE-15664,Schach,Sport
BE-15665,Sport,Sport
BE-15665,Aikido,Sport
BE-15665,Basketball,Sport
BE-15665,Fechten,Sport
BE-15665,Fitness,Sport
BE-15665,Fußball,Sport
BE-15665,Handball,Sport
BE-15665,Hockey,Sport
BE-15665,Inline Skating,Sport
BE-15665,Line Dance,Musik / Tanz
BE-15665,Schwimmen,Sport
BE-15665,Tanzen,Musik / Tanz
BE-15665,Trampolin,Sport
BE-15665,Jungenclub,Gesellschaft / Partizipation
BE-15665,Mädchenclub,Gesellschaft / Partizipation
BE-15665,Chor,Musik / Tanz
BE-15665,Chor,Musik / Tanz
BE-15666,Fußball,Sport
BE-15666,Musical,Musik / Tanz
BE-15666,Kunstbau,Handwerk
BE-15666,Chor,Musik / Tanz
BE-15666,Judo,Sport
BE-15666,Hockey,Sport
BE-15666,Tanz,Musik / Tanz
BE-15666,Leseratten,Literatur / Medien
BE-15668,Computer,Naturwissenschaft / Technik
BE-15669,Roberta,Naturwissenschaft / Technik
BE-15669,Schlaufuchs,Gesellschaft / Partizipation
BE-15669,Forschung,Naturwissenschaft / Technik
BE-15669,Singen-Tanzen-Spielen,Musik / Tanz
BE-15669,Französisch Kochen,Handwerk
BE-15669,Skat,Gesellschaft / Partizipation
BE-15669,Basteln,Handwerk
BE-15669,Badminton,Sport
BE-15669,Handball,Sport
BE-15669,Basketball,Sport
BE-15669,Hockey,Sport
BE-15669,Fußball,Sport
BE-15673,Leseratten,Literatur / Medien
BE-15673,Tanztheater,Kunst / Kultur
BE-15675,Leichtathletik,Sport
BE-15675,Chor,Musik / Tanz
BE-15675,Fußball,Sport
BE-15675,Zirkus,Kunst / Kultur
BE-15675,Tanz,Musik / Tanz
BE-15675,Flöten,Musik / Tanz
BE-15675,Töpfern,Handwerk
BE-15675,Kunst,Kunst / Kultur
BE-15675,Musik,Musik / Tanz
BE-15675,Hausmusik,Musik / Tanz
BE-15676,Orchester,Musik / Tanz
BE-15676,Chor,Musik / Tanz
BE-15676,Flöten,Musik / Tanz
BE-15676,Gitarre,Musik / Tanz
BE-15676,Fußball,Sport
BE-15676,Basketball,Sport
BE-15676,Kunst,Kunst / Kultur
BE-15676,Lesen,Literatur / Medien
BE-15676,Schach,Sport
BE-15676,Englisch,Sprachen
BE-15677,Chor,Musik / Tanz
BE-15677,Instrumentalkreis,Musik / Tanz
BE-15677,Tanzen,Musik / Tanz
BE-15677,Töpfern,Handwerk
BE-15677,Chinesisch,Sprachen
BE-15677,Naturforscher,Umwelt
BE-15677,Ballspiele,Sport
BE-15677,Basketball,Sport
BE-15677,Computer,Naturwissenschaft / Technik
BE-15677,Streitschlichter,Gesellschaft / Partizipation
BE-15681,Chor,Musik / Tanz
BE-15681,Band,Musik / Tanz
BE-15681,Tanz,Musik / Tanz
BE-15681,Segelflug,Sport
BE-15681,Schach,Sport
BE-15681,Gitarre,Musik / Tanz
BE-15681,Werkstatt,Handwerk
BE-15681,Ballsport,Sport
BE-15681,Billard,Sport
BE-15681,Schülerzeitung,Literatur / Medien
BE-15681,Mediation,Gesellschaft / Partizipation
BE-15681,Hausaufgaben,Berufsorientierung
BE-15681,Frankreich,Sprachen
BE-15681,Astronomie,Naturwissenschaft / Technik
BE-15681,Informatik,Naturwissenschaft / Technik
BE-15682,Chor,Musik / Tanz
BE-15682,Fußball,Sport
BE-15682,Seidenmalerei,Kunst / Kultur
BE-15695,Kochen und Backen,Handwerk
BE-15695,Handarbeiten,Handwerk
BE-15695,Flöten,Musik / Tanz
BE-15695,Chor,Musik / Tanz
BE-15695,Fußball,Sport
BE-15695,Handball,Sport
BE-15695,Badminton,Sport
BE-15695,Jonglieren,Sport
BE-15695,Singen,Musik / Tanz
BE-15695,Fußball,Sport
BE-15695,Nähen,Handwerk
BE-15695,Trommeln,Musik / Tanz
BE-15695,Tanzen,Musik / Tanz
BE-15695,Spiele und Bewegung,Sport
BE-15695,Entspannung,Sport
BE-15699,Musik,Musik / Tanz
BE-15699,Roboter,Naturwissenschaft / Technik
BE-15699,Fußball,Sport
BE-15699,Tennis,Sport
BE-15699,Tischtennis,Sport
BE-15699,Yoga,Sport
BE-15699,Chor,Musik / Tanz
BE-15699,Gitarrenunterricht,Musik / Tanz
BE-15699,Keyboard,Musik / Tanz
BE-15699,Schülerzeitung,Literatur / Medien
BE-15700,Beratung in Ausbildungsfragen,Berufsorientierung
BE-15700,Fußball,Sport
BE-15700,Theater,Kunst / Kultur
BE-15700,Konfliktlotsen,Gesellschaft / Partizipation
BE-15701,Mofa-Fahren mit Verstand,Gesellschaft / Partizipation
BE-15701,Fußball,Sport
BE-15701,Basketball,Sport
BE-15701,Band,Musik / Tanz
BE-15701,Gitarren-AG,Musik / Tanz
BE-15703,Chor,Musik / Tanz
BE-15703,Band,Musik / Tanz
BE-15703,Chanson,Musik / Tanz
BE-15703,Jazz,Musik / Tanz
BE-15703,Technik,Naturwissenschaft / Technik
BE-15703,Wirtschaft,Berufsorientierung
BE-15703,Rudern,Sport
BE-15703,Tanzen,Musik / Tanz
BE-15708,Judo,Sport
BE-15708,Fußball,Sport
BE-15708,Kochen,Handwerk
BE-15708,Kunst,Kunst / Kultur
BE-15708,Literatur,Literatur / Medien
BE-15708,Entspannung,Sport
BE-15708,Schuldruckerei,Literatur / Medien
BE-15708,Schülerzeitung,Literatur / Medien
BE-15709,Handball,Sport
BE-15709,Fußball,Sport
BE-15709,Basketball,Sport
BE-15709,Internet,Naturwissenschaft / Technik
BE-15709,Computer,Naturwissenschaft / Technik
BE-15709,Theater,Kunst / Kultur
BE-15709,Musik,Musik / Tanz
BE-15709,Kochen,Handwerk
BE-15709,Musik,Musik / Tanz
BE-15713,Sport,Sport
BE-15713,Tanzen,Musik / Tanz
BE-15713,Yoga,Sport
BE-15713,Musik,Musik / Tanz
BE-15715,Tanz,Musik / Tanz
BE-15715,Band,Musik / Tanz
BE-15715,Theater,Kunst / Kultur
BE-15715,Trommeln,Musik / Tanz
BE-15715,Nadel und Faden,Handwerk
BE-15715,Fußball,Sport
BE-15715,Fußball,Sport
BE-15715,Fahrrad,Handwerk
BE-15715,Mädchengruppe,Gesellschaft / Partizipation
BE-15715,Jungengruppe,Gesellschaft / Partizipation
BE-15715,Türkisch,Sprachen
BE-15715,Spanisch,Sprachen
BE-15715,Französisch,Sprachen
BE-15716,Musik,Musik / Tanz
BE-15716,Keramik,Handwerk
BE-15716,Schulsanitäter,Gesellschaft / Partizipation
BE-15716,Schülerzeitung,Literatur / Medien
BE-15716,Volleyball,Sport
BE-15716,Fußball,Sport
BE-15716,Medien,Literatur / Medien
BE-15716,Computer,Naturwissenschaft / Technik
BE-15716,Fotografie,Literatur / Medien
BE-15716,Metall,Handwerk
BE-15716,Sambaensemble,Musik / Tanz
BE-15716,Kunst,Kunst / Kultur
BE-15716,Chor,Musik / Tanz
BE-15716,Yoga,Sport
BE-15716,Theater,Kunst / Kultur
BE-15716,Rudern,Sport
BE-15718,Schach,Sport
BE-15718,Multimedia,Literatur / Medien
BE-15718,Musik,Musik / Tanz
BE-15718,Fußball,Sport
BE-15719,Band,Musik / Tanz
BE-15719,Gesang,Musik / Tanz
BE-15720,Chor,Musik / Tanz
BE-15720,Ensemble,Kunst / Kultur
BE-15720,Steelband,Musik / Tanz
BE-15720,Gitarren-AG,Musik / Tanz
BE-15720,Streicher-AG,Musik / Tanz
BE-15720,Bläser-AG,Musik / Tanz
BE-15720,Saxophon,Musik / Tanz
BE-15720,Karinette,Musik / Tanz
BE-15720,Horn-AG,Musik / Tanz
BE-15720,Querflöten-AG,Musik / Tanz
BE-15720,Band,Musik / Tanz
BE-15720,Tanzen,Musik / Tanz
BE-15720,Musical,Musik / Tanz
BE-15720,Veranstaltungstechnik,Naturwissenschaft / Technik
BE-15720,Rudern,Sport
BE-15720,Skilanglauf,Sport
BE-15720,Volleyball,Sport
BE-15720,Badminton,Sport
BE-15720,Fußball,Sport
BE-15720,Tauchen,Sport
BE-15720,Mofa-Kurs,Naturwissenschaft / Technik
BE-15720,Drucktechniken,Handwerk
BE-15721,Klettern,Sport
BE-15736,Experimente,Naturwissenschaft / Technik
BE-15736,Sport,Sport
BE-15736,Schulband,Musik / Tanz
BE-15736,Chor,Musik / Tanz
BE-15736,Roboter,Naturwissenschaft / Technik
BE-15736,Astronomie,Naturwissenschaft / Technik
BE-15736,Theater,Kunst / Kultur
BE-15736,Latein,Sprachen
BE-15736,Italinenisch,Sprachen
BE-15737,Sport,Sport
BE-15737,Experimente,Naturwissenschaft / Technik
BE-15737,Theater,Kunst / Kultur
BE-15737,Chor,Musik / Tanz
BE-15737,Schulband,Musik / Tanz
BE-15737,Roboter,Naturwissenschaft / Technik
BE-15739,Chor,Musik / Tanz
BE-15739,Tanz,Musik / Tanz
BE-15739,Fußball,Sport
BE-15739,Garten,Umwelt
BE-15740,Breakdance,Musik / Tanz
BE-15763,Werken,Handwerk
BE-15763,Basteln,Handwerk
BE-15763,Fußball und Spiele,Sport
BE-15763,Trommeln,Musik / Tanz
BE-15763,Garten,Umwelt
BE-15763,Kunst,Kunst / Kultur
BE-15763,Chor,Musik / Tanz
BE-15764,Chor,Musik / Tanz
BE-15764,Instrumental-AG,Musik / Tanz
BE-15764,Percussion,Musik / Tanz
BE-15764,Hockey,Sport
BE-15764,Basketball,Sport
BE-15764,Fußball,Sport
BE-15764,Konfliktlotse,Gesellschaft / Partizipation
BE-15764,Erinnerungskultur,Gesellschaft / Partizipation
BE-15766,Chor,Musik / Tanz
BE-15766,Schach,Sport
BE-15766,Gitarrenunterricht,Musik / Tanz
BE-15766,Sport,Sport
BE-15766,Rugby,Sport
BE-15766,Volleyball,Sport
BE-15766,Basketball,Sport
BE-15766,Fußball oder Kraftsport,Sport
