Schule;ID;school_type;Partner_name;Type_grob;Type_mittel;Type_detail
Lemgo-Grundschule;BE-15916;Grundschule;Theater und Schule (TUSCH) - Partnerschaft mit dem Staatsballett Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Theater
Hugo-Heimann-Schule (Grundschule);BE-16743;Grundschule;Thessa e.V. (Verein zur Förderung von Kindern;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Karlsgarten-Schule (Grundschule);BE-16231;Grundschule;Tischtennis-Club Neukölln e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Astrid-Lindgren-Grundschule;BE-16118;Grundschule;Trialog e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Brüder-Grimm-Grundschule;BE-16028;Grundschule;Trialog e.V. - Verein der ambulanten Jugendhilfe;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Matthias-Claudius-Schule (Grundschule);BE-16636;Grundschule;Trialog e.V. (Verein der ambulanten Jugendhilfe);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Nürtingen-Grundschule;BE-16184;Grundschule;TRIAS gemeinnützige Gesellschaft für Arbeit;Gemeinnütziger Akteur;Gemeinnütziger Akteur;GgmbH
Charlie-Rivel-Grundschule;BE-16648;Grundschule;TRIAS gemeinnützige Gesellschaft für Arbeit;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Grundschule am Planetarium;BE-15934;Grundschule;TSC Berliner Turn- und Sportclub e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Paavo-Nurmi-Grundschule;BE-16384;Grundschule;TSC Berliner Turn- und Sportclub e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Evangelische Schule Lichtenberg (Grundschule);BE-16004;Grundschule;TSV Karlshorst e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Falken-Grundschule;BE-16395;Grundschule;TSV Marzahner Füchse e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Adolf-Glaßbrenner-Grundschule;BE-16715;Grundschule;TTC Neukölln e.V. (Tischtennis);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Otto-Wels-Grundschule;BE-15709;Grundschule;Türkischer Elternverein in Berlin-Brandenburg e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Bouché-Schule (Grundschule);BE-15768;Grundschule;Türkisches Generalkonsulat in Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Botschaft / Vertretung);
Reginhard-Grundschule;BE-16622;Grundschule;Türkisches Generalkonsulat in Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Botschaft / Vertretung);
Galilei-Grundschule;BE-15715;Grundschule;Türkisches Konsulat (Türkischunterricht);Öffentliche Infrastruktur;Öffentliche Infrastruktur (Botschaft / Vertretung);
Bücherwurm-Schule am Weiher (Grundschule);BE-16628;Grundschule;Turn- und Sportverein Hellersdorf 88 e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Grundschule am Fuchsberg;BE-16526;Grundschule;Turn- und Sportverein Lichtenberg e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Regenbogen-Schule (Grundschule);BE-16737;Grundschule;Turn- und Sportverein Neukölln 1865 e.V. (TuS Neukölln);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Matthias-Claudius-Schule (Grundschule);BE-16636;Grundschule;Turn- und Sportverein Rudow 1888 e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Schliemann-Schule (Grundschule);BE-16738;Grundschule;Turn- und Sportverein Rudow 1888 e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Zürich-Schule (Grundschule);BE-16179;Grundschule;Turn- und Sportverein Rudow 1888 e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Linden-Grundschule;BE-16426;Grundschule;Turn- und Sportverein Spandau 1860 e.V. (Fußball);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Paul-Klee-Grundschule;BE-15839;Grundschule;Turn- und Sportverein Tempelhof-Mariendorf e.V. (Badminton);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Bürgermeister-Herz-Grundschule;BE-16185;Grundschule;Turngemeinde in Berlin 1848 e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Feldmark-Schule (Grundschule);BE-16661;Grundschule;TuS Hohenschönhausen 1990 e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Elbe-Schule (Grundschule);BE-16635;Grundschule;Umgestaltung des Schulhofes;Unbestimmt;Unklar;
Fanny-Hensel-Grundschule;BE-16074;Grundschule;Umwelt- und Sozialforum e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Fanny-Hensel-Grundschule;BE-16074;Grundschule;Umweltdetektive;Unbestimmt;Unklar;
Carl-Kraemer-Grundschule;BE-16068;Grundschule;UniLab Adlershof - Schülerlabor der Humboldt-Universität zu Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Elbe-Schule (Grundschule);BE-16635;Grundschule;Vattenfall Europe AG (Projekt Grünes Klassenzimmer);Wirtschaftsakteur;Wirtschaftsakteur;
Galilei-Grundschule;BE-15715;Grundschule;VBK I Bürgernetzwerk Bildung - Lesepaten;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Immanuel-Grundschule;BE-15763;Grundschule;Verband Evangelischer Bekenntnisschulen;Verband / Kammer / Innung / Gewerkschaft;Verband / Kammer / Innung;
Humboldthain-Grundschule;BE-16731;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Albert-Gutzmann-Schule (Grundschule);BE-15985;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Askanier-Grundschule;BE-16221;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Bruno-H.-Bürgel-Grundschule;BE-15840;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Bürgermeister-Herz-Grundschule;BE-16185;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Carl-Kraemer-Grundschule;BE-16068;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Christian-Morgenstern-Grundschule;BE-16090;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Erika-Mann-Grundschule;BE-16433;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Ernst-Ludwig-Heim-Grundschule;BE-16317;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Erwin-von-Witzleben-Grundschule;BE-16163;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Grundschule am Barbarossaplatz;BE-15648;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Grundschule am Hohen Feld;BE-16011;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Heinrich-Zille-Grundschule;BE-16714;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Hermann-Schulz-Grundschule;BE-16500;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Hugo-Heimann-Schule (Grundschule);BE-16743;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Hunsrück-Grundschule;BE-15917;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Johann-Strauss-Grundschule;BE-16520;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Karl-Weise-Schule (Grundschule);BE-16229;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Kolumbus-Grundschule;BE-16624;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Lisa-Tetzner-Schule (Grundschule);BE-16239;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Ludwig-Bechstein-Grundschule;BE-15875;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Reginhard-Grundschule;BE-16622;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Reineke-Fuchs-Grundschule;BE-16501;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Reinhardswald-Grundschule;BE-16190;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Robert-Reinick-Grundschule;BE-16114;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Theodor-Storm-Schule (Grundschule);BE-16634;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Wilhelm-Busch-Grundschule;BE-16365;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Grundschule am Schäfersee;BE-16621;Grundschule;Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten) u.v.m.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Carl-Bolle-Grundschule;BE-16038;Grundschule;Verein Berliner Kaufleute und Industrieller e.V. (VBKI);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Charlie-Chaplin-Grundschule;BE-16503;Grundschule;Verein Berliner Kaufleute und Industrieller e.V. (VBKI);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Feldmark-Schule (Grundschule);BE-16661;Grundschule;Verein für ambulante Versorgung Hohenschönhausen e. V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Ikarus-Grundschule;BE-15830;Grundschule;Verein für betreuten Umgang e.V. Berlin;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Grundschule am Fließtal;BE-16424;Grundschule;Verein Programm Klasse 2000 e.V. (Programm zur Gesundheitsförderung;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Heinrich-Roller-Grundschule;BE-15907;Grundschule;Verein Programm Klasse 2000 e.V. (Programm zur Gesundheitsförderung;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Karl-Weise-Schule (Grundschule);BE-16229;Grundschule;Verein Programm Klasse 2000 e.V. (Programm zur Gesundheitsförderung;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Oskar-Heinroth-Schule (Grundschule);BE-16234;Grundschule;Verein Programm Klasse 2000 e.V. (Programm zur Gesundheitsförderung;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Kurt-Schumacher-Grundschule;BE-15713;Grundschule;Vermittlung von Jugendlichen mit bes. Förderbedarf;Unbestimmt;Unklar;
Zille-Grundschule;BE-16193;Grundschule;Vermittlung von Lesepaten durch den Verein Berliner Kaufleute und Industrieller (VBKI) e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Matibi-Schule (Grundschule);BE-16465;Grundschule;Vermittlung von Lesepaten über den Verein Berliner Kaufleute und Industrieller e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Beatrix-Potter-Grundschule;BE-16626;Grundschule;verschiedene Freizeiteinrichtungen in Hellersdorf Nord;Unbestimmt;Familien-/Bildungs-/Kulturzentrum;
Wilhelm-Busch-Grundschule;BE-16365;Grundschule;verschiedene regionale Sportvereine;Unbestimmt;Unklar;
Grundschule am Fließtal;BE-16424;Grundschule;VfB Hermsdorf e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Lietzensee-Grundschule;BE-15924;Grundschule;VfL Zehlendorf e.V. (Judo);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Galilei-Grundschule;BE-15715;Grundschule;Volkshochschule - Deutsch für Mütter;Öffentliche Infrastruktur;Modell/Förderprogramm/Projekt;
Bürgermeister-Herz-Grundschule;BE-16185;Grundschule;Volkshochschule (Elternsprachkurse);Partnerschule;Partnerschule;
Fanny-Hensel-Grundschule;BE-16074;Grundschule;Volkshochschule Friedrichshain-Kreuzberg;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Hunsrück-Grundschule;BE-15917;Grundschule;Volkshochschule Friedrichshain-Kreuzberg (Deutschkurse);Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Mahlsdorfer Grundschule;BE-16440;Grundschule;Volkshochschule Marzahn-Hellersdorf;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Reginhard-Grundschule;BE-16622;Grundschule;Volkshochschule Reinickendorf;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Hermann-Schulz-Grundschule;BE-16500;Grundschule;Volkshochschule Reinickendorf (Elternkurse);Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Schule am Berg (Grundschule);BE-15772;Grundschule;Volkssport Gemeinschaft Altglienicke e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Lemgo-Grundschule;BE-15916;Grundschule;Waldschule der Schutzgemeinschaft Deutscher Wald in Berlin Dahlem;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Grundschule am Eichenwald;BE-16261;Grundschule;Waldschule Spandau an der Bürgerablage;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
KreativitätsGrundschule Berlin Treptow;BE-16797;Grundschule;Walter und Maja Großmann - Theaterplastiker;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Theater
Matibi-Schule (Grundschule);BE-16465;Grundschule;Wartenberger Sportverein e.V. Berlin;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Feldmark-Schule (Grundschule);BE-16661;Grundschule;Wartenberger Sportverein e.V. Berlin (Fußball);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Wald-Grundschule;BE-16710;Grundschule;Wasserfreunde Spandau 04 e. V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Erwin-von-Witzleben-Grundschule;BE-16163;Grundschule;Wasserfreunde Spandau 04 e.V. (Schwimmunterricht in der Jahrgangsstufe 1);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Brüder-Grimm-Grundschule;BE-16028;Grundschule;Weddinger Kinderfarm e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Heinrich-Seidel-Grundschule;BE-16732;Grundschule;Weddinger Wiesel e.V. (Basketball);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Kreativitätsschulzentrum Berlin gGmbH;BE-15597;Grundschule;Weltfriedensdienst e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Elbe-Schule (Grundschule);BE-16635;Grundschule;Werkstatt der Kulturen Bildende Kunst;Öffentliche Infrastruktur;Familien-/Bildungs-/Kulturzentrum;
Müggelheimer Schule (Grundschule);BE-16219;Grundschule;Wirtschaftskreis Müggelheim e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Peter-Pan-Grundschule;BE-16138;Grundschule;Wohnungsgenossenschaft Marzahner Tor eG;Wirtschaftsakteur;Wirtschaftsakteur;
Georg-Zacharias-Grundschule;BE-16576;Grundschule;Wolfdietrich-Schnurre-Bibliothek;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Bibliothek
Grundschule am Hohen Feld;BE-16011;Grundschule;World Vision Deutschland e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Schliemann-Schule (Grundschule);BE-16738;Grundschule;WSD Pro Child e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Lisa-Tetzner-Schule (Grundschule);BE-16239;Grundschule;WSD Pro Child e.V. (Selbstverteidigung);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Zinnowwald-Grundschule;BE-15594;Grundschule;Zehlendorfer Turn- und Sportverein von 1888 e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Nord-Grundschule;BE-15591;Grundschule;Zehlendorfer Turn- und Sportverein von 1888 e.V. (Badminton);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Grundschule am Planetarium;BE-15934;Grundschule;Zeiss-Großplanetarium Berlin-Prenzlauer Allee;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Sicherheit/Ordnung/Verkehr);
Judith-Kerr-Grundschule;BE-15798;Grundschule;Zirkus CABUWAZI (GrenzKultur gGmbH);Gemeinnütziger Akteur;Gemeinnütziger Akteur;gGmbH
Hunsrück-Grundschule;BE-15917;Grundschule;Zirkus Zack (Verein zur Überwindung der Schwerkraft e.V. );Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Melanchthon-Gymnasium;BE-16245;Gymnasien;A.M.M. Aktionszentrum Multi Media GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Max-Delbrück-Gymnasium;BE-16343;Gymnasien;ABB Training Center GmbH & Co. KG;Wirtschaftsakteur;Wirtschaftsakteur;
Jüdisches Gymnasium Moses Mendelssohn;BE-16008;Gymnasien;Abraham Geiger Kolleg;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);
John-Lennon-Gymnasium;BE-15988;Gymnasien;AFS Interkulturelle Begegnungen e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Schiller-Gymnasium;BE-16454;Gymnasien;AG Techno-Club;Wirtschaftsakteur;Wirtschaftsakteur;
Gabriele-von-Bülow-Gymnasium;BE-16474;Gymnasien;Agentur für Arbeit;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Agentur für Arbeit);
Immanuel-Kant-Gymnasium;BE-16328;Gymnasien;Agentur für Arbeit;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Agentur für Arbeit);
Melanchthon-Gymnasium;BE-16245;Gymnasien;Agentur für Arbeit Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Agentur für Arbeit);
Andreas-Oberschule;BE-16187;Gymnasien;Agentur für Arbeit Berlin Mitte;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Agentur für Arbeit);
Max-Planck-Schule (Gymnasium);BE-15987;Gymnasien;Agentur für Arbeit in Berlin Mitte;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Agentur für Arbeit);
Jüdisches Gymnasium Moses Mendelssohn;BE-16008;Gymnasien;Agentur für Arbeit/BIZ;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Agentur für Arbeit);
Robert-Havemann-Gymnasium;BE-16759;Gymnasien;Akademie der Gesundheit Berlin-Brandenburg e.V. (Campus Berlin-Buch);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Georg-Büchner-Gymnasium;BE-16541;Gymnasien;Aktion Courage;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Leibniz-Gymnasium;BE-15926;Gymnasien;ALBA Berlin Basketballteam;Wirtschaftsakteur;Sportverein/Programm/Initaitve;
Dathe-Gymnasium;BE-15889;Gymnasien;ALBA Berlin Basketballteam;Wirtschaftsakteur;Sportverein/Programm/Initaitve;
Max-Planck-Schule (Gymnasium);BE-15987;Gymnasien;ALBA Berlin Basketballteam;Wirtschaftsakteur;Sportverein/Programm/Initaitve;
Heinrich-Schliemann-Gymnasium;BE-16195;Gymnasien;ALBA Berlin Basketballteam;Wirtschaftsakteur;Sportverein/Programm/Initaitve;
Bilinguale Schule Phorms Berlin Mitte;BE-16095;Gymnasien;ALBA Berlin Basketballteam GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Robert-Havemann-Gymnasium;BE-16759;Gymnasien;allod Immobilien- und Vermögensverwaltungsgesellschaft mbH & Co. KG;Wirtschaftsakteur;Wirtschaftsakteur;
Georg-Herwegh-Gymnasium;BE-16475;Gymnasien;Amerikanische Botschaft Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Botschaft / Vertretung);
Robert-Blum-Gymnasium;BE-15655;Gymnasien;Arbeiterwohlfahrt;Verband / Kammer / Innung / Gewerkschaft;Gewerkschaft;
Französisches Gymnasium;BE-16046;Gymnasien;Arbeitsgemeinschaft Bilingualer Schulen;Partnerschule;Partnerschule;
Käthe-Kollwitz-Gymnasium;BE-16194;Gymnasien;Astro- und Feinwerktechnik Adlershof GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Lily-Braun-Gymnasium;BE-16773;Gymnasien;Barmer GEK Krankenkasse;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Gesundheitswesen/Altersvorsorge);
Beethoven-Oberschule;BE-15842;Gymnasien;Basketball Berlin Süd e.V.;Gemeinnütziger Akteur;sportverein/Programm/Initaitve;Verein
Humboldt-Gymnasium;BE-16571;Gymnasien;Bayer Schering Pharma AG;Wirtschaftsakteur;Wirtschaftsakteur;
